# Distance		Price
8.377232999999999947e+02 2.969999999999999929e+01
1.712632000000000062e+03 2.880000000000000071e+01
2.506310000000000002e+02 4.139999999999999858e+01
2.077389999999999873e+03 3.339999999999999858e+01
2.041705000000000041e+02 4.820000000000000284e+01
1.559826999999999998e+03 2.169999999999999929e+01
6.396198000000000548e+02 4.079999999999999716e+01
3.898219000000000278e+02 4.060000000000000142e+01
1.055067000000000007e+03 2.310000000000000142e+01
1.009235000000000014e+03 2.230000000000000071e+01
6.306153000000000247e+03 1.500000000000000000e+01
4.247131999999999721e+02 3.000000000000000000e+01
1.159453999999999951e+03 1.380000000000000071e+01
9.045605999999999369e+01 5.270000000000000284e+01
1.735595000000000027e+03 2.589999999999999858e+01
3.299746999999999844e+02 5.179999999999999716e+01
5.512037999999999556e+03 1.739999999999999858e+01
3.392289000000000101e+02 2.650000000000000000e+01
4.441333999999999946e+02 4.389999999999999858e+01
2.929977999999999838e+02 6.329999999999999716e+01
8.377232999999999947e+02 2.880000000000000071e+01
1.485096999999999980e+03 3.069999999999999929e+01
2.288010999999999967e+03 2.439999999999999858e+01
2.893247999999999820e+02 5.300000000000000000e+01
2.147376000000000204e+03 3.169999999999999929e+01
4.936569999999999823e+02 4.060000000000000142e+01
8.159314000000000533e+02 3.810000000000000142e+01
1.783180000000000064e+03 2.369999999999999929e+01
4.827581000000000131e+02 4.110000000000000142e+01
3.905683999999999969e+02 4.010000000000000142e+01
8.377232999999999947e+02 2.300000000000000000e+01
2.525822000000000003e+02 1.175000000000000000e+02
4.516419000000000210e+02 2.650000000000000000e+01
4.922312999999999761e+02 4.050000000000000000e+01
1.701288999999999874e+02 2.930000000000000071e+01
3.940172999999999774e+02 4.100000000000000000e+01
2.338284000000000162e+01 4.970000000000000284e+01
4.611016000000000190e+02 3.400000000000000000e+01
2.185128000000000156e+03 2.769999999999999929e+01
2.083905000000000030e+02 4.400000000000000000e+01
1.554250000000000000e+03 3.110000000000000142e+01
1.843301999999999907e+02 4.539999999999999858e+01
3.877721000000000231e+02 4.479999999999999716e+01
1.455798000000000002e+03 2.560000000000000142e+01
1.978671000000000049e+03 2.350000000000000000e+01
3.832805000000000177e+02 3.439999999999999858e+01
7.182936999999999443e+02 5.529999999999999716e+01
9.045605999999999369e+01 5.629999999999999716e+01
4.611016000000000190e+02 3.289999999999999858e+01
3.236911999999999807e+02 5.100000000000000000e+01
2.893247999999999820e+02 4.450000000000000000e+01
4.903446000000000140e+02 3.700000000000000000e+01
5.647424999999999784e+01 5.439999999999999858e+01
3.956746999999999730e+02 2.450000000000000000e+01
3.832805000000000177e+02 4.250000000000000000e+01
3.355273000000000252e+02 3.810000000000000142e+01
2.179590000000000146e+03 2.180000000000000071e+01
1.144435999999999922e+03 3.410000000000000142e+01
5.670348999999999933e+02 2.850000000000000000e+01
4.082014999999999873e+03 1.669999999999999929e+01
1.217262000000000057e+02 4.610000000000000142e+01
1.562442000000000064e+02 3.689999999999999858e+01
4.617848000000000184e+02 3.570000000000000284e+01
2.288010999999999967e+03 2.319999999999999929e+01
4.397105000000000246e+02 3.839999999999999858e+01
1.626083000000000084e+03 2.939999999999999858e+01
2.893247999999999820e+02 5.500000000000000000e+01
1.699802999999999997e+02 5.020000000000000284e+01
3.079889999999999873e+03 2.469999999999999929e+01
2.893247999999999820e+02 5.300000000000000000e+01
1.264730000000000018e+03 1.910000000000000142e+01
1.643499000000000024e+03 2.469999999999999929e+01
5.377971000000000004e+02 4.220000000000000284e+01
3.185292000000000030e+02 7.800000000000000000e+01
1.048101000000000056e+02 4.279999999999999716e+01
5.779615000000000009e+02 4.160000000000000142e+01
1.756411000000000058e+03 2.730000000000000071e+01
2.506310000000000002e+02 4.200000000000000000e+01
7.527668999999999642e+02 3.750000000000000000e+01
3.795575000000000045e+02 4.979999999999999716e+01
2.726782999999999788e+02 2.689999999999999858e+01
4.197349000000000160e+03 1.860000000000000142e+01
9.647495999999999867e+02 3.770000000000000284e+01
1.874823000000000093e+02 3.310000000000000142e+01
1.971338000000000079e+02 4.250000000000000000e+01
1.712632000000000062e+03 3.130000000000000071e+01
4.888192999999999984e+02 3.810000000000000142e+01
5.647424999999999784e+01 6.210000000000000142e+01
7.573377000000000407e+02 3.670000000000000284e+01
1.497712999999999965e+03 2.360000000000000142e+01
4.197349000000000160e+03 1.919999999999999929e+01
1.156777000000000044e+03 1.280000000000000071e+01
4.519689999999999600e+03 1.559999999999999964e+01
6.177133999999999787e+02 3.960000000000000142e+01
1.048101000000000056e+02 3.839999999999999858e+01
1.013341000000000008e+03 2.280000000000000071e+01
3.376016000000000190e+02 3.650000000000000000e+01
1.867232999999999947e+03 3.560000000000000142e+01
6.008604000000000269e+02 3.089999999999999858e+01
2.581859999999999786e+02 3.629999999999999716e+01
3.299746999999999844e+02 5.039999999999999858e+01
2.708894999999999982e+02 4.289999999999999858e+01
7.500703999999999496e+02 3.700000000000000000e+01
9.045605999999999369e+01 5.350000000000000000e+01
5.632853999999999814e+02 4.660000000000000142e+01
3.085170000000000073e+03 4.120000000000000284e+01
1.854295999999999935e+02 3.789999999999999858e+01
1.712632000000000062e+03 3.080000000000000071e+01
6.488020999999999731e+03 1.119999999999999929e+01
2.596607000000000198e+02 5.370000000000000284e+01
1.048101000000000056e+02 4.700000000000000000e+01
4.922312999999999761e+02 4.229999999999999716e+01
2.180244999999999891e+03 2.860000000000000142e+01
2.674960999999999785e+03 2.569999999999999929e+01
2.147376000000000204e+03 3.130000000000000071e+01
1.360138999999999896e+03 3.010000000000000142e+01
3.838623999999999796e+02 6.070000000000000284e+01
2.114473000000000127e+02 4.529999999999999716e+01
3.389678999999999860e+02 4.489999999999999858e+01
1.935844999999999914e+02 4.510000000000000142e+01
2.408992999999999938e+03 2.469999999999999929e+01
8.730222000000000548e+01 4.710000000000000142e+01
2.812049999999999841e+02 6.329999999999999716e+01
9.673999999999999773e+02 4.000000000000000000e+01
1.099454999999999956e+02 4.800000000000000000e+01
6.141394000000000233e+02 3.310000000000000142e+01
2.261431999999999789e+03 2.950000000000000000e+01
1.801544000000000096e+03 2.480000000000000071e+01
1.828318999999999960e+03 2.089999999999999858e+01
3.508514999999999873e+02 4.310000000000000142e+01
2.185128000000000156e+03 2.280000000000000071e+01
2.893247999999999820e+02 4.210000000000000142e+01
3.128962999999999965e+02 5.170000000000000284e+01
1.576051999999999964e+02 4.150000000000000000e+01
2.740144000000000233e+02 5.220000000000000284e+01
3.905683999999999969e+02 4.950000000000000000e+01
1.157988000000000056e+03 2.380000000000000071e+01
1.717192999999999984e+03 3.050000000000000000e+01
4.966105000000000302e+01 5.679999999999999716e+01
5.878876999999999953e+02 3.739999999999999858e+01
2.929977999999999838e+02 6.970000000000000284e+01
2.893247999999999820e+02 5.329999999999999716e+01
1.325468999999999937e+02 4.729999999999999716e+01
3.529563999999999851e+03 2.930000000000000071e+01
5.061143999999999892e+02 4.029999999999999716e+01
4.066586999999999989e+03 1.290000000000000036e+01
8.288643000000000427e+01 4.660000000000000142e+01
1.854295999999999935e+02 5.529999999999999716e+01
2.103554999999999836e+03 2.560000000000000142e+01
2.251938000000000102e+03 2.730000000000000071e+01
1.223619000000000057e+02 6.770000000000000284e+01
3.778301999999999907e+02 3.860000000000000142e+01
1.939749000000000024e+03 3.130000000000000071e+01
4.438020000000000209e+02 3.529999999999999716e+01
9.673999999999999773e+02 4.029999999999999716e+01
4.136270999999999731e+03 2.469999999999999929e+01
5.125487000000000535e+02 4.250000000000000000e+01
9.186357000000000426e+02 3.189999999999999858e+01
1.164837999999999965e+03 3.220000000000000284e+01
1.717192999999999984e+03 2.300000000000000000e+01
1.701288999999999874e+02 3.729999999999999716e+01
4.827581000000000131e+02 3.550000000000000000e+01
2.175030000000000200e+03 2.769999999999999929e+01
1.874823000000000093e+02 2.850000000000000000e+01
1.619420000000000073e+02 3.970000000000000284e+01
2.893247999999999820e+02 4.120000000000000284e+01
1.309944999999999879e+02 3.720000000000000284e+01
3.721385999999999967e+02 4.050000000000000000e+01
2.408992999999999938e+03 2.230000000000000071e+01
2.175744000000000142e+03 2.810000000000000142e+01
4.082014999999999873e+03 1.540000000000000036e+01
9.045605999999999369e+01 5.000000000000000000e+01
3.909696000000000140e+02 4.060000000000000142e+01
1.048101000000000056e+02 5.250000000000000000e+01
9.045605999999999369e+01 6.389999999999999858e+01
